"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"6044","nextToken","nextToken","36","Exceptions Change","tinkering with ws skipping
","c3902316d2ecf207482aa25fd51d18bb4a387b4e","Tatu Saloranta"
"6045","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","ws handling improvements
","b0e855a2d29c2a588a2ca8e03359a839e3dcaeea","Tatu Saloranta"
"6046","nextToken","nextToken","36","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6047","nextToken","nextToken","36","Exceptions Change","minor improvement to token matching
","322fe4df08c5306f78a736d802f3fef6159c3882","Tatu Saloranta"
"6048","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","add more comment-handling tests
","de6df16321a3824c57bf2f5bfbd5312c12678d29","Tatu Saloranta"
"6049","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Bit more boost for reader-based parser too, ditching more lookup tables
","06c510ade7c80d657b57da1d488a41caaa30958d","Tatu Saloranta"
"6050","nextToken","nextToken","36","Exceptions Change","change passing of sign, seems to give boost to perf (odd)
","224f65d666d42475a5d7232ae20e2709c2cc774f","Tatu Saloranta"
"6051","nextToken","nextToken","36","Exceptions Change","reorg char-based number parsing a bit
","c01dc8c89d052dad51f20300b5abdfb86fc5f40c","Tatu Saloranta"
"6052","nextToken","nextToken","36","Exceptions Change","Tiny tweaking for reader-based name parsing
","e60ad1117d401e5028b7060630fe64731141e855","Tatu Saloranta"
"6053","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","minor fix to make it possible to pre-parse numbers
","1d170d7c9eb13286c5077f5566d1ba227e495cb5","Cowtowncoder"
"6054","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Fix #229
","4195e6ebd59b9dac4065a1eb090d4343c2f61965","Tatu Saloranta"
"6055","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","work on location update code cleanup
","c390e92a59773635389129095d7c502844dfc802","Tatu Saloranta"
"6056","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Fix #37
","fede6c9df74d370f2e728b5c46e14bd570abb83c","Tatu Saloranta"
"6057","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Add a new method in read/write contexts, to allow cleaning up of current value
","b4567cac9ba8e46b7761beec165fe0999bdd7d17","Tatu Saloranta"
"6058","nextToken","nextToken","36","Body Change","Fix #254: Add `JsonParser.finishToken()` to force full, non-lazy reading of current token
","bf9a4904cd9eb94cc904433a745bf9b5bb835307","Tatu Saloranta"
"6059","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Merge pull request #267 from LokeshN/Issue117-branch

Fix for issue #117 - Supports the missing values in an array","8a009d174c7556d704d6584403914ed2ff310465","Tatu Saloranta"
"6060","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","...
","ca842af6f009e6a95056dcb6e1799308c05746ea","Tatu Saloranta"
"6061","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Merge pull request #327 from bdhess/allow-trailing-comma

Add JsonParser feature to ignore a trailing comma (fixes #118, #323)","ad6d3cc4298601577f5c09ee465b118c185262ee","Tatu Saloranta"
"6062","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Update release notes
","b6846ee7883d07b03a2651b3c4cb9da7fb3f75b8","Tatu Saloranta"
"6063","nextToken","nextToken","36","Exceptions Change","more work for #611
","c3a9b5ecda36161a09dea6f161f8f5b7756f0c8c","Tatu Saloranta"
"6064","nextToken","nextToken","36","Exceptions Change","Leading plus sign (non-standard support - optional) (#774)

","c2ca290561276bd81fa60cc530af844d7ee82105","PJ Fanning"
"6065","nextToken","nextToken","36","Exceptions Change","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6066","nextToken","nextToken","36","Exceptions Change","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6067","nextToken","nextToken","36","Exceptions Change","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6068","nextToken","nextToken","36","Exceptions Change","Minor renaming for clarity
","21c94df8fcfcd15c8441d18a433c89a801a0469b","Tatu Saloranta"
"6069","nextToken","nextToken","36","Exceptions Change","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6070","nextToken","nextToken","36","Exceptions Change","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6071","nextToken","nextToken","36","Exceptions Change","Merge branch '2.16' into 2.17
","505126ade0bf546d2a1ae653283a3fddd6f0a352","Tatu Saloranta"
"6072","nextToken","nextToken","36","Exceptions Change","Merge branch '2.16' into 2.17
","903de4348d480589fa30e33bdd8ed4a720bef321","Tatu Saloranta"
"6073","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6074","nextToken","nextToken","36","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6075","_nextAfterName","_nextAfterName","7","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6076","_nextAfterName","_nextAfterName","7","Modifier Change","Merge pull request #29 from fge/master

Some random fixes","fca65f84c0fd672b1db07198049d8efe797b3334","Tatu Saloranta"
"6077","_nextAfterName","_nextAfterName","7","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6078","_nextAfterName","_nextAfterName","7","Body Change","Fix #229
","4195e6ebd59b9dac4065a1eb090d4343c2f61965","Tatu Saloranta"
"6079","_nextAfterName","_nextAfterName","7","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"6080","_nextAfterName","_nextAfterName","7","Body Change, Exceptions Change, MultiChange","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6081","_nextAfterName","_nextAfterName","7","Exceptions Change","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6082","finishToken","finishToken","1","Body Change, Exceptions Change, Introduced, MultiChange","Fix #254: Add `JsonParser.finishToken()` to force full, non-lazy reading of current token
","bf9a4904cd9eb94cc904433a745bf9b5bb835307","Tatu Saloranta"
"6083","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, Introduced, MultiChange","Implement `nextFieldName(SerializableString)` efficiently for ReaderBasedJsonParser
","8dc12841329ff7e120802cc47082928bb8ad8e3a","Cowtowncoder"
"6084","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","Fix #229
","4195e6ebd59b9dac4065a1eb090d4343c2f61965","Tatu Saloranta"
"6085","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","work on location update code cleanup
","c390e92a59773635389129095d7c502844dfc802","Tatu Saloranta"
"6086","nextFieldName","nextFieldName","9","Exceptions Change","Fix #37
","fede6c9df74d370f2e728b5c46e14bd570abb83c","Tatu Saloranta"
"6087","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","Add a new method in read/write contexts, to allow cleaning up of current value
","b4567cac9ba8e46b7761beec165fe0999bdd7d17","Tatu Saloranta"
"6088","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","Merge pull request #327 from bdhess/allow-trailing-comma

Add JsonParser feature to ignore a trailing comma (fixes #118, #323)","ad6d3cc4298601577f5c09ee465b118c185262ee","Tatu Saloranta"
"6089","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","Update release notes
","b6846ee7883d07b03a2651b3c4cb9da7fb3f75b8","Tatu Saloranta"
"6090","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6091","nextFieldName","nextFieldName","9","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6092","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, Introduced, MultiChange","Improve reader-based impl JsonParser.nextFieldName() implementation
","76b4c5952fe3b4a5d3c65dbeddc431dda8d98c03","Tatu Saloranta"
"6093","nextFieldName","nextFieldName","15","Exceptions Change","minor clean up
","e8b3b8b054704e2a783473e95d815d4c44b8f64a","Tatu Saloranta"
"6094","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, MultiChange","Fix #229
","4195e6ebd59b9dac4065a1eb090d4343c2f61965","Tatu Saloranta"
"6095","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, MultiChange","work on location update code cleanup
","c390e92a59773635389129095d7c502844dfc802","Tatu Saloranta"
"6096","nextFieldName","nextFieldName","15","Exceptions Change","Fix #37
","fede6c9df74d370f2e728b5c46e14bd570abb83c","Tatu Saloranta"
"6097","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, MultiChange","Add a new method in read/write contexts, to allow cleaning up of current value
","b4567cac9ba8e46b7761beec165fe0999bdd7d17","Tatu Saloranta"
"6098","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, MultiChange","Merge pull request #370 from bdhess/trailing-commas-paths

Fix #367 (missing code paths for ALLOW_TRAILING_COMMA)","e5d0473e9480edc1a77597fe6260ab1223b45331","Tatu Saloranta"
"6099","nextFieldName","nextFieldName","15","Exceptions Change","more work for #611
","c3a9b5ecda36161a09dea6f161f8f5b7756f0c8c","Tatu Saloranta"
"6100","nextFieldName","nextFieldName","15","Exceptions Change","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6101","nextFieldName","nextFieldName","15","Exceptions Change","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6102","nextFieldName","nextFieldName","15","Exceptions Change","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6103","nextFieldName","nextFieldName","15","Exceptions Change","Minor renaming for clarity
","21c94df8fcfcd15c8441d18a433c89a801a0469b","Tatu Saloranta"
"6104","nextFieldName","nextFieldName","15","Exceptions Change","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6105","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, MultiChange","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6106","nextFieldName","nextFieldName","15","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6107","_isNextTokenNameYes","_isNextTokenNameYes","10","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6108","_isNextTokenNameYes","_isNextTokenNameYes","10","Body Change, Exceptions Change, Introduced, MultiChange","Implement `nextFieldName(SerializableString)` efficiently for ReaderBasedJsonParser
","8dc12841329ff7e120802cc47082928bb8ad8e3a","Cowtowncoder"
"6109","_isNextTokenNameYes","_isNextTokenNameYes","10","Body Change, Exceptions Change, MultiChange","Fix #37
","fede6c9df74d370f2e728b5c46e14bd570abb83c","Tatu Saloranta"
"6110","_isNextTokenNameYes","_isNextTokenNameYes","10","Exceptions Change","more work for #611
","c3a9b5ecda36161a09dea6f161f8f5b7756f0c8c","Tatu Saloranta"
"6111","_isNextTokenNameYes","_isNextTokenNameYes","10","Body Change, Exceptions Change, MultiChange","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6112","_isNextTokenNameYes","_isNextTokenNameYes","10","Exceptions Change","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6113","_isNextTokenNameYes","_isNextTokenNameYes","10","Exceptions Change","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6114","_isNextTokenNameYes","_isNextTokenNameYes","10","Exceptions Change","Minor renaming for clarity
","21c94df8fcfcd15c8441d18a433c89a801a0469b","Tatu Saloranta"
"6115","_isNextTokenNameYes","_isNextTokenNameYes","10","Exceptions Change","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6116","_isNextTokenNameYes","_isNextTokenNameYes","10","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6117","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Body Change, Exceptions Change, Introduced, MultiChange","Implement `nextFieldName(SerializableString)` efficiently for ReaderBasedJsonParser
","8dc12841329ff7e120802cc47082928bb8ad8e3a","Cowtowncoder"
"6118","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Body Change, Exceptions Change, MultiChange","Fix #37
","fede6c9df74d370f2e728b5c46e14bd570abb83c","Tatu Saloranta"
"6119","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Body Change, Exceptions Change, MultiChange","more work for #611
","c3a9b5ecda36161a09dea6f161f8f5b7756f0c8c","Tatu Saloranta"
"6120","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Body Change, Exceptions Change, MultiChange","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6121","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Body Change, Exceptions Change, MultiChange","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6122","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Exceptions Change","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6123","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Exceptions Change","Minor renaming for clarity
","21c94df8fcfcd15c8441d18a433c89a801a0469b","Tatu Saloranta"
"6124","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Exceptions Change","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6125","_isNextTokenNameMaybe","_isNextTokenNameMaybe","9","Exceptions Change","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6126","_nextTokenNotInObject","_nextTokenNotInObject","14","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6127","_nextTokenNotInObject","_nextTokenNotInObject","14","Body Change, Exceptions Change, Introduced, MultiChange","Improve reader-based impl JsonParser.nextFieldName() implementation
","76b4c5952fe3b4a5d3c65dbeddc431dda8d98c03","Tatu Saloranta"
"6128","_nextTokenNotInObject","_nextTokenNotInObject","14","Body Change, Exceptions Change, MultiChange","Merge pull request #267 from LokeshN/Issue117-branch

Fix for issue #117 - Supports the missing values in an array","8a009d174c7556d704d6584403914ed2ff310465","Tatu Saloranta"
"6129","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","Continue work on #467
","ab011327d740b457eb1e84ff8fe3a8db9c16804b","Tatu Saloranta"
"6130","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","... and yet more
","a2e846e5e3eef05c00fc6edfff2eefb5853e9c5f","Tatu Saloranta"
"6131","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","more work for #611
","c3a9b5ecda36161a09dea6f161f8f5b7756f0c8c","Tatu Saloranta"
"6132","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","Merge branch '2.11' into 2.12
","d38ecef99f6b6af6c591629ff493effd3c0ed95c","Tatu Saloranta"
"6133","_nextTokenNotInObject","_nextTokenNotInObject","14","Body Change, Exceptions Change, MultiChange","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6134","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6135","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6136","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","Minor renaming for clarity
","21c94df8fcfcd15c8441d18a433c89a801a0469b","Tatu Saloranta"
"6137","_nextTokenNotInObject","_nextTokenNotInObject","14","Exceptions Change","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6138","_nextTokenNotInObject","_nextTokenNotInObject","14","Body Change, Exceptions Change, MultiChange","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6139","_nextTokenNotInObject","_nextTokenNotInObject","14","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6140","nextTextValue","nextTextValue","5","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6141","nextTextValue","nextTextValue","5","Exceptions Change","minor cleanup
","e15b9a822354244e84d031018880b030743c961d","Tatu Saloranta"
"6142","nextTextValue","nextTextValue","5","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6143","nextTextValue","nextTextValue","5","Body Change, Exceptions Change, MultiChange","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6144","nextTextValue","nextTextValue","5","Exceptions Change","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6145","nextIntValue","nextIntValue","5","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6146","nextIntValue","nextIntValue","5","Exceptions Change","minor cleanup
","e15b9a822354244e84d031018880b030743c961d","Tatu Saloranta"
"6147","nextIntValue","nextIntValue","5","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6148","nextIntValue","nextIntValue","5","Body Change, Exceptions Change, MultiChange","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6149","nextIntValue","nextIntValue","5","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6150","nextLongValue","nextLongValue","5","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6151","nextLongValue","nextLongValue","5","Exceptions Change","minor cleanup
","e15b9a822354244e84d031018880b030743c961d","Tatu Saloranta"
"6152","nextLongValue","nextLongValue","5","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6153","nextLongValue","nextLongValue","5","Body Change, Exceptions Change, MultiChange","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6154","nextLongValue","nextLongValue","5","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6155","nextBooleanValue","nextBooleanValue","7","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6156","nextBooleanValue","nextBooleanValue","7","Exceptions Change","Fixing #64, incomplete parsing error message
","ab1b250d3c4a21fe1a727e21376614a1f84bc28e","Tatu Saloranta"
"6157","nextBooleanValue","nextBooleanValue","7","Exceptions Change","Removing one more unneeded inner class
","066463ae578ab976c183ec2e11f84266075d93d1","Tatu Saloranta"
"6158","nextBooleanValue","nextBooleanValue","7","Exceptions Change","minor cleanup
","e15b9a822354244e84d031018880b030743c961d","Tatu Saloranta"
"6159","nextBooleanValue","nextBooleanValue","7","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6160","nextBooleanValue","nextBooleanValue","7","Body Change, Exceptions Change, MultiChange","apply constraint to nesting depth (#943)

","54f78a9cff5e3bace1cf8042ac1b4c3785dc9f5e","PJ Fanning"
"6161","nextBooleanValue","nextBooleanValue","7","Body Change, Exceptions Change, MultiChange","Add _updateToken() calls to prep for #1310 (#1311)

","c65b70b02631f5fa0818d826faeddde554b476e4","Tatu Saloranta"
"6162","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","4","Body Change, Exceptions Change, Introduced, MultiChange","more work for #611
","c3a9b5ecda36161a09dea6f161f8f5b7756f0c8c","Tatu Saloranta"
"6163","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","4","Body Change, Exceptions Change, MultiChange","issue with parsing '-.125' when leading decimal points allowed (#777)

","4ca596785931138c960e65887efce9e1ff199179","PJ Fanning"
"6164","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","4","Modifier Change, Exceptions Change, MultiChange","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6165","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","4","Exceptions Change","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6166","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","3","Body Change, Exceptions Change, Introduced, MultiChange","issue with parsing '-.125' when leading decimal points allowed (#777)

","4ca596785931138c960e65887efce9e1ff199179","PJ Fanning"
"6167","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","3","Body Change, Exceptions Change, Deleted, MultiChange","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6168","_parseFloatThatStartsWithPeriod","_parseFloatThatStartsWithPeriod","3","Body Change, Exceptions Change, Introduced, MultiChange","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6169","_parseUnsignedNumber","_parseUnsignedNumber","3","Body Change, Exceptions Change, Introduced, MultiChange","Minor renaming for clarity
","21c94df8fcfcd15c8441d18a433c89a801a0469b","Tatu Saloranta"
"6170","_parseUnsignedNumber","_parseUnsignedNumber","3","Exceptions Change","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6171","_parseUnsignedNumber","_parseUnsignedNumber","3","Exceptions Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"6172","_parseFloat","_parseFloat","9","Body Change, Exceptions Change, Introduced, MultiChange","complete rewriting of number parsing for char-based sources as well
","996c3ff339489838b25fe1849895a55cc428e648","Tatu Saloranta"
"6173","_parseFloat","_parseFloat","9","Body Change, Exceptions Change, MultiChange","Fix a regression in handling of negative numbers with reader-backed parser
","e1880f4a41deae9232b8a0d4e79fd89f9e23b4af","Tatu Saloranta"
"6174","_parseFloat","_parseFloat","9","Exceptions Change","Checking in actual fix for #146
","9bf8284908efae24acd4cbb553b391f6e005f692","Tatu Saloranta"
"6175","_parseFloat","_parseFloat","9","Body Change, Exceptions Change, MultiChange","Support option to enable non-standard trailing decimal point (#773)

","718f542784aec613d699fb82abdf5f25bbfd724f","PJ Fanning"
"6176","_parseFloat","_parseFloat","9","Exceptions Change","Minor test improvement to ease 2.x -> 3.0 merging
","713d2146b3b430db50ed4e5c66c6ed9d174a9a56","Tatu Saloranta"
"6177","_parseFloat","_parseFloat","9","Body Change, Exceptions Change, MultiChange","Merge branch '2.16' into 2.17
","505126ade0bf546d2a1ae653283a3fddd6f0a352","Tatu Saloranta"
"6178","_parseFloat","_parseFloat","9","Body Change, Exceptions Change, MultiChange","Merge branch '2.16' into 2.17
","903de4348d480589fa30e33bdd8ed4a720bef321","Tatu Saloranta"
"6179","_parseFloat","_parseFloat","9","Exceptions Change","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6180","_parseFloat","_parseFloat","9","Body Change, Exceptions Change, MultiChange","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"6181","_parseSignedNumber","_parseSignedNumber","7","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6182","_parseSignedNumber","_parseSignedNumber","7","Body Change, Exceptions Change, Introduced, MultiChange","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6183","_parseSignedNumber","_parseSignedNumber","7","Body Change, Exceptions Change, MultiChange","issue with parsing '-.125' when leading decimal points allowed (#777)

","4ca596785931138c960e65887efce9e1ff199179","PJ Fanning"
"6184","_parseSignedNumber","_parseSignedNumber","7","Body Change, Exceptions Change, MultiChange","Fix #782
","f0bd148750d10144aa2bebdaad9a063c01bf42be","Tatu Saloranta"
"6185","_parseSignedNumber","_parseSignedNumber","7","Body Change, Exceptions Change, MultiChange","removed unused param on _parseFloatThatStartsWithPeriod (#800)

","47734d6fb7748227bd56b654971ef22723291b07","PJ Fanning"
"6186","_parseSignedNumber","_parseSignedNumber","7","Exceptions Change","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6187","_parseSignedNumber","_parseSignedNumber","7","Exceptions Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"6188","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, Introduced, MultiChange","Fix a regression in handling of negative numbers with reader-backed parser
","e1880f4a41deae9232b8a0d4e79fd89f9e23b4af","Tatu Saloranta"
"6189","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Merge branch '2.5'

Conflicts:
	pom.xml
	release-notes/VERSION
","f753cec223c3bc41e23cb82e4ed0b1e4c0d33b3a","Cowtowncoder"
